structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
91	1	N/A	-190.49525094085462	C6H12N4	[M + H]+	BUEYHAPIAJYKKL	InChI=1S/C6H12N4/c1-5(2)3-9-6(8)10-4-7/h5H,3H2,1-2H3,(H3,8,9,10)	null	CC(C)CN=C(N)NC#N	0.5	55287200	PubChem:(55287200)	2
92	1	N/A	-190.6787355248342	C6H12N4	[M + H]+	AOYWQLIJQXDTQS	InChI=1S/C6H12N4/c1-2-6-8-5-10(9-6)4-3-7/h5H,2-4,7H2,1H3	null	CCC1=NN(C=N1)CCN	-0.200000003	84032559	PubChem:(84032559)	2
93	1	N/A	-190.69635075435914	C6H12N4	[M + H]+	OCMNIHRJVLMVKA	InChI=1S/C6H12N4/c1-5(2)4-6(3)7-9-10-8-6/h5H,4H2,1-3H3	null	CC(C)CC1(N=NN=N1)C	2.70000005	69384473	PubChem:(69384473)	2
94	1	N/A	-190.79786772786215	C6H12N4	[M + H]+	GDNLYUNFHZZRNM	InChI=1S/C6H12N4/c1-2-9-10(5-1)6-7-3-4-8-6/h9H,1-5H2,(H,7,8)	null	C1CNN(C1)C2=NCCN2	-0.899999976	10464409	PubChem:(10464409)	2
95	1	N/A	-190.91227428927573	C6H12N4	[M + H]+	KDFWDMXUXIBUQG	InChI=1S/C6H12N4/c1-5-7-8-6(9(2)3)10(5)4/h1-4H3	null	CC1=NN=C(N1C)N(C)C	0.300000012	12252716	PubChem:(12252716)	2
96	1	N/A	-191.0834465807539	C6H12N4	[M + H]+	BKRHYKOKHPIYDT	InChI=1S/C6H12N4/c7-4-2-1-3-5-10-6(8)9/h1-3,5H2,(H4,8,9,10)	null	C(CCN=C(N)N)CC#N	-0.899999976	131086878	PubChem:(131086878)	2
97	1	N/A	-191.51687278479432	C6H12N4	[M + H]+	UHDYQCHRWYWDQY	InChI=1S/C6H12N4/c1-2-6(9-10-6)4-3-5(1)7-8-5/h7-10H,1-4H2	null	C1CC2(CCC13NN3)NN2	-0.400000006	89723008	PubChem:(89723008)	2
98	1	N/A	-192.0136015548109	C6H12N4	[M + H]+	UNZOUPLYLFKJEK	InChI=1S/C6H12N4/c1-4-6(5(2)3)7-9-10-8-6/h5H,4H2,1-3H3	null	CCC1(N=NN=N1)C(C)C	2.9000001	69388886	PubChem:(69388886)	2
99	1	N/A	-192.12941606732355	C6H12N4	[M + H]+	WMLLVXMZSGSSEU	InChI=1S/C6H12N4/c1-10-5-8-6(9-10)3-2-4-7/h5H,2-4,7H2,1H3	null	CN1C=NC(=N1)CCCN	-0.300000012	82594203	PubChem:(82594203)	2
100	1	N/A	-192.37885561898707	C6H12N4	[M + H]+	RHJDJTDJDZVJJS	InChI=1S/C6H12N4/c1-9-6(5-3-4-5)10(2)8-7-9/h5-6H,3-4H2,1-2H3	5-cyclopropyl-1,4-dimethyl-5H-tetrazole	CN1C(N(N=N1)C)C2CC2	2.20000005	22298092;22298093	PubChem:(22298092 22298093)	2
101	1	N/A	-192.44867461281498	C6H12N4	[M + H]+	OOBSKKXRSLGAEZ	InChI=1S/C6H12N4/c7-2-5-10-6-8-3-1-4-9-6/h3H,1-2,4-5,7H2,(H,9,10)	null	C1CN=C(N=C1)NCCN	-1.89999998	123333958	PubChem:(123333958)	2
102	1	N/A	-192.65647873624653	C6H12N4	[M + H]+	SLAPAXRGDXTVQM	InChI=1S/C6H12N4/c7-9-10-8-6-4-2-1-3-5-6/h1-5H2,(H2,7,10)	null	C1CCC(=NN=NN)CC1	1.39999998	90802398	PubChem:(90802398)	2
103	1	N/A	-192.8921254903403	C6H12N4	[M + H]+	IWNMOWVIDIYYHA	InChI=1S/C6H12N4/c1-2-8-5-10-6-9-4-3-7/h3-6H,2,7H2,1H3,(H,8,9,10)	null	CCN=CN=CNC=CN	-0.400000006	124184065	PubChem:(124184065)	2
104	1	N/A	-193.05018685438503	C6H12N4	[M + H]+	VYTIHZBKYMZOJD	InChI=1S/C6H12N4/c1-2-8-6-5(7-1)9-3-4-10-6/h5,7,9H,1-4H2,(H,8,10)	null	C1CNC2=NCCNC2N1	-1.70000005	118109374	PubChem:(118109374)	2
105	1	N/A	-193.11152733486094	C6H12N4	[M + H]+	PAMZBAUYMHSKAP	InChI=1S/C6H12N4/c1-3-5-6(4-2)7-9-10-8-6/h3-5H2,1-2H3	null	CCCC1(N=NN=N1)CC	2.79999995	69383982	PubChem:(69383982)	2
106	1	N/A	-193.26120371777364	C6H12N4	[M + H]+	QVJDWTKCHRRQHB	InChI=1S/C6H12N4/c7-5-1-3-6(4-2-5)9-10-8/h5-6H,1-4,7H2	null	C1CC(CCC1N)N=[N+]=[N-]	1.5	130002812	PubChem:(130002812)	2
107	1	N/A	-193.30518388574308	C6H12N4	[M + H]+	JVJWZMWBXPLBOF	InChI=1S/C6H12N4/c1-5(2)3-10-4-8-6(7)9-10/h4-5H,3H2,1-2H3,(H2,7,9)	null	CC(C)CN1C=NC(=N1)N	0.899999976	58125112	PubChem:(58125112)	2
108	1	N/A	-193.43675401072602	C6H12N4	[M + H]+	IFUXLEDFXSGHAL	InChI=1S/C6H12N4/c7-6(8)10-5-3-1-2-4-9-5/h1-4H2,(H4,7,8,9,10)	null	C1CCN=C(C1)N=C(N)N	-1.0	45588753	PubChem:(45588753)	2
109	1	N/A	-193.70244186810532	C6H12N4	[M + H]+	HLHPHGDANYOQMZ	InChI=1S/C6H12N4/c1-5-2-9-4-6(1)7-10(3-5)8-9/h5-8H,1-4H2	null	C1C2CN3CC1NN(C2)N3	0.0	23033731	PubChem:(23033731)	2
110	1	N/A	-193.71394998288127	C6H12N4	[M + H]+	OUPQXMHVRKCBCD	InChI=1S/C6H12N4/c1-2-4-3-5(7)10-6(8)9-4/h4H,2-3H2,1H3,(H4,7,8,9,10)	null	CCC1CC(=NC(=N1)N)N	-1.0	91402950	PubChem:(91402950)	2
111	1	N/A	-193.80432896904748	C6H12N4	[M + H]+	BLFOJPQSVBUXAO	InChI=1S/C6H12N4/c1-9(2)3-4-10-6-7-5-8-10/h5-6H,3-4H2,1-2H3	1-(2-Dimethylaminoethyl)-1H-1,2,4-triazole	CN(C)CCN1C=NC=N1	0.0	3039953	PubChem:(3039953);PubChem class - safety and toxic	67108866
112	1	N/A	-193.84427473395792	C6H12N4	[M + H]+	FMKSHDRPWHLNNW	InChI=1S/C6H12N4/c7-3-1-4(8)6(10)2-5(3)9/h1-3,6H,7-10H2	null	C1=C(C(C=C(C1N)N)N)N	-2.5	101463067;101463068	PubChem:(101463067 101463068)	2
113	1	N/A	-193.99526273537163	C6H12N4	[M + H]+	LVULWWSGINASIY	InChI=1S/C6H12N4/c1-8(2)10-5-4-9(3)6-7-10/h4-6H,1-3H3	null	CN1C=CN(N=C1)N(C)C	0.600000024	67915031	PubChem:(67915031)	2
114	1	N/A	-194.02544447673412	C6H12N4	[M + H]+	DQWKPYQMPMBVHB	InChI=1S/C6H13N4/c1-3-9-5-10(4-2)8-6(9)7/h5H,3-4H2,1-2H3,(H2,7,8)/q+1	1,4-diethyl-1,2,4-triazol-4-ium-3-amine	CCN1C=[N+](C(=N1)N)CC	0.400000006	19016673	PubChem:(19016673)	2
115	1	N/A	-194.54147581709867	C6H12N4	[M + H]+	MNJRWFUYRAPAOX	InChI=1S/C6H12N4/c1-4-7-10(8-5-2)9-6-3/h4-6H,1-3H3	null	CC=NN(N=CC)N=CC	0.400000006	87531174;91304443	PubChem:(87531174 91304443)	2
116	1	N/A	-194.82995318810268	C6H12N4	[M + H]+	FNGNPUUYDMGUKM	InChI=1S/C6H12N4/c1-5(2)8-6-7-4-10(3)9-6/h4-5H,1-3H3,(H,8,9)	null	CC(C)NC1=NN(C=N1)C	1.10000002	118410183	PubChem:(118410183)	2
117	1	N/A	-194.9415190600971	C6H12N4	[M + H]+	JXYLZJYYEIUVAV	InChI=1S/C6H12N4/c7-5-6(8)10-3-1-9-2-4-10/h6,9H,1-4,8H2	null	C1CN(CCN1)C(C#N)N	-1.39999998	89255016	PubChem:(89255016)	2
118	1	N/A	-195.1638626855526	C6H12N4	[M + H]+	ZYTOQMXWDHSXFH	InChI=1S/C6H12N4/c1-4-6(2,3)9-5(7)10-8/h1H,8H2,2-3H3,(H3,7,9,10)	null	CC(C)(C#C)N=C(N)NN	-0.800000012	64873448	PubChem:(64873448)	2
119	1	N/A	-195.19578021136542	C6H12N4	[M + H]+	HMCJAAILNXYSQW	InChI=1S/C6H12N4/c1-2-8-6-5(7-1)9-3-4-10-6/h1-2,5-10H,3-4H2	null	C1CNC2C(N1)NC=CN2	-0.5	118109373	PubChem:(118109373)	2
120	1	N/A	-195.72878263793186	C6H12N4	[M + H]+	VHEHFEUWIPYUKJ	InChI=1S/C6H12N4/c7-2-1-6-5-10(8)4-3-9-6/h2,7H,1,3-5,8H2	null	C1CN(CC(=N1)CC=N)N	-1.20000005	124017309	PubChem:(124017309)	2
121	1	N/A	-196.10562343284667	C6H12N4	[M + H]+	FEBSFNMUWRNHAU	InChI=1S/C6H12N4/c1-2-3-4-10-6(7)8-5-9-10/h5H,2-4H2,1H3,(H2,7,8,9)	null	CCCCN1C(=NC=N1)N	0.800000012	62677712	PubChem:(62677712)	2
122	1	N/A	-196.10565117130565	C6H12N4	[M + H]+	BCIARRAQSDGQAA	InChI=1S/C6H12N4/c7-2-1-3-10-5-8-4-9-6-10/h4-5H,1-3,6-7H2	3-(2H-1,3,5-triazin-1-yl)propan-1-amine	C1N=CN=CN1CCCN	-1.20000005	22639449	PubChem:(22639449)	2
123	1	N/A	-196.15497696718663	C6H12N4	[M + H]+	WEGFREJEZXZBTD	InChI=1S/C6H12N4/c7-10-9-5-6-3-1-2-4-8-6/h6,8H,1-5H2	null	C1CCNC(C1)CN=[N+]=[N-]	1.60000002	117948805	PubChem:(117948805)	2
124	1	N/A	-196.20067785007274	C6H12N4	[M + H]+	QCFHHIYUJAGTTI	InChI=1S/C6H12N4/c1-7-4-2-3-6-8-5-9-10-6/h5,7H,2-4H2,1H3,(H,8,9,10)	null	CNCCCC1=NC=NN1	0.200000003	61361630	PubChem:(61361630)	2
125	1	N/A	-196.2643373201674	C6H12N4	[M + H]+	HXOMZQCDDKGTHN	InChI=1S/C6H12N4/c7-6(8)10-9-5-3-1-2-4-5/h1-4H2,(H4,7,8,10)	2-(cyclopentylideneamino)guanidine	C1CCC(=NN=C(N)N)C1	-0.5	639265	PubChem:(639265)	2
126	1	N/A	-196.48991853697208	C6H12N4	[M + H]+	QBVMSCGHGYWKBK	InChI=1S/C6H12N4/c1-5(3-7)6(9-2)10-4-8/h3-5,7H,1-2H3,(H2,8,9,10)	null	CC(C=N)C(=NC)N=CN	-0.300000012	123932393	PubChem:(123932393)	2
127	1	N/A	-196.59207834136677	C6H12N4	[M + H]+	XUSUKGUUEXNFPR	InChI=1S/C6H12N4/c1-2-7-4-3-6-8-5-9-10-6/h5,7H,2-4H2,1H3,(H,8,9,10)	null	CCNCCC1=NC=NN1	0.200000003	62328481	PubChem:(62328481)	2
128	1	N/A	-196.8953630611458	C6H12N4	[M + H]+	CDYADAFEBDGQPQ	InChI=1S/C6H12N4/c1-7-4-3-6-8-5-10(2)9-6/h5,7H,3-4H2,1-2H3	null	CNCCC1=NN(C=N1)C	-0.100000001	80683218	PubChem:(80683218)	2
129	1	N/A	-197.02607085493017	C6H12N4	[M + H]+	YAAKVTRPTLXVJJ	InChI=1S/C6H12N4/c1-6(2-7)3-10-5-8-4-9-10/h4-6H,2-3,7H2,1H3	null	CC(CN)CN1C=NC=N1	-0.200000003	43367686	PubChem:(43367686)	2
130	1	N/A	-197.06724607138716	C6H12N4	[M + H]+	ARDFLTHEEODWNR	InChI=1S/C6H12N4/c1-2-3-10-4-6(5-10)8-9-7/h6H,2-5H2,1H3	null	CCCN1CC(C1)N=[N+]=[N-]	1.89999998	121200212	PubChem:(121200212)	2
131	1	N/A	-197.07906646829665	C6H12N4	[M + H]+	MRJJXNGHCHQKEX	InChI=1S/C6H12N4/c1-8-5(7)4-6-9-2-3-10-6/h2-4H2,1H3,(H2,7,8)(H,9,10)	null	CN=C(CC1=NCCN1)N	-1.60000002	12446240	PubChem:(12446240)	2
132	1	N/A	-197.46005136355203	C6H12N4	[M + H]+	XQUPZIDEMVLKKJ	InChI=1S/C6H12N4/c1-4(7)5(9-2)6(8)10-3/h7H,1-3H3,(H2,8,10)	null	CC(=N)C(=NC)C(=NC)N	-0.699999988	118983744	PubChem:(118983744)	2
133	1	N/A	-197.59870255666928	C6H12N4	[M + H]+	FUKVIIYEAAAAFN	InChI=1S/C6H12N4/c1-4-8-5(2)10-6(7-3)9-4/h4H,1-3H3,(H2,7,8,9,10)	null	CC1NC(=NC)NC(=N1)C	-0.5	136629856	PubChem:(136629856)	2
134	1	N/A	-197.7428837405532	C6H12N4	[M + H]+	XJYFTTDIAMOXPL	InChI=1S/C6H12N4/c1-5(2)3-10-6(7)8-4-9-10/h4-5H,3H2,1-2H3,(H2,7,8,9)	2-(2-methylpropyl)-1,2,4-triazol-3-amine	CC(C)CN1C(=NC=N1)N	0.899999976	59665177	PubChem:(59665177)	2
135	1	N/A	-198.20172174160663	C6H12N4	[M + H]+	ATZZADHOWBQCPR	InChI=1S/C6H12N4/c1-3-4-5-8-6(7)10(2)9-5/h3-4H2,1-2H3,(H2,7,8,9)	null	CCCC1=NN(C(=N1)N)C	0.800000012	62679034	PubChem:(62679034)	2
136	1	N/A	-198.5056439629885	C6H12N4	[M + H]+	PPJVDMCPRMRXCO	InChI=1S/C6H13N4/c1-6(2,3)10-5-9(4)7-8-10/h5H,1-4H3/q+1	1-tert-butyl-4-methyltetrazol-4-ium	CC(C)(C)N1C=[N+](N=N1)C	1.20000005	3329707	PubChem:(3329707)	2
137	1	N/A	-198.5502286341314	C6H12N4	[M + H]+	LJDQDVJERYTPPO	InChI=1S/C6H12N4/c1-6(2-7)3-10-4-8-9-5-10/h4-6H,2-3,7H2,1H3	null	CC(CN)CN1C=NN=C1	-0.800000012	62668175	PubChem:(62668175)	2
138	1	N/A	-198.55656133447462	C6H12N4	[M + H]+	IFVHJPDLHJLPDJ	InChI=1S/C6H12N4/c1-3-4-10-5-8-9-6(10)7-2/h3,8H,1,4-5H2,2H3,(H,7,9)	null	CN=C1NNCN1CC=C	0.0	136168297	PubChem:(136168297)	2
139	1	N/A	-198.59592209298236	C6H12N4	[M + H]+	SZTJXCDVDHBOSN	InChI=1S/C6H12N4/c1-4(2)9-6(8)10-5(3)7/h1H2,2-3H3,(H4,7,8,9,10)	null	CC(=C)N=C(N)N=C(C)N	-0.200000003	91589459;129059819	PubChem:(91589459 129059819)	2
140	1	N/A	-198.65982058413618	C6H12N4	[M + H]+	PSCSUDLYBNDWTO	InChI=1S/C6H12N4/c1-4-6(2,3)5-7-9-10-8-5/h5H,4H2,1-3H3	5-(2-methylbutan-2-yl)-5H-tetrazole	CCC(C)(C)C1N=NN=N1	3.0	13374829	PubChem:(13374829)	2
141	1	N/A	-198.67404856839974	C6H12N4	[M + H]+	PAPVBLVOVZQEGS	InChI=1S/C6H12N4/c1-2-7-5-8-6(1)3-9-10-4-6/h7-8H,1-5H2	null	C1CNCNC12CN=NC2	-0.699999988	123633710	PubChem:(123633710)	2
142	1	N/A	-199.06144401798892	C6H12N4	[M + H]+	VODSSXWLDRRPQG	InChI=1S/C6H12N4/c1-6(9-4-7-2)10-5-8-3/h4-5H,1-3H3,(H,7,8,9,10)	null	CC(=NC=NC)NC=NC	-0.200000003	134408096	PubChem:(134408096)	2
143	1	N/A	-199.06571020451503	C6H12N4	[M + H]+	DXOTXGYWLSIPDO	InChI=1S/C6H12N4/c1-2-3-4-10(5-7)6(8)9/h2-4H2,1H3,(H3,8,9)	null	CCCCN(C#N)C(=N)N	0.5	135207077	PubChem:(135207077)	2
144	1	N/A	-199.3230568562365	C6H12N4	[M + H]+	NFXAOODEIBYJER	InChI=1S/C6H12N4/c1-5(2)9-6-7-4-8-10(6)3/h4-5H,1-3H3,(H,7,8,9)	null	CC(C)NC1=NC=NN1C	1.10000002	57890942	PubChem:(57890942)	2
145	1	N/A	-199.53813642861618	C6H12N4	[M + H]+	CGKXKTHDZMHBJI	InChI=1S/C6H13N4/c1-5(2)6-9(3)7-8-10(6)4/h5H,1-4H3/q+1	null	CC(C)C1=[N+](N=NN1C)C	1.39999998	12246477	PubChem:(12246477)	2
146	1	N/A	-199.60864112498572	C6H12N4	[M + H]+	DVAVNABGXURAEU	InChI=1S/C6H12N4/c1-10-6(3-2-4-7)8-5-9-10/h5H,2-4,7H2,1H3	null	CN1C(=NC=N1)CCCN	-0.300000012	62697787	PubChem:(62697787)	2
147	1	N/A	-199.71045616089697	C6H12N4	[M + H]+	PPAGIOZHGVLJCU	InChI=1S/C6H12N4/c1-3-7-9(5-1)10-6-2-4-8-10/h3,8H,1-2,4-6H2	2-pyrazolidin-1-yl-3,4-dihydropyrazole	C1CNN(C1)N2CCC=N2	0.100000001	21955944	PubChem:(21955944)	2
148	1	N/A	-200.45641159433458	C6H12N4	[M + H]+	XXKSJXOMTNCAIW	InChI=1S/C6H12N4/c1-3-4-7-6-8-5(2)9-10-6/h3-4H2,1-2H3,(H2,7,8,9,10)	null	CCCNC1=NNC(=N1)C	1.60000002	15717117	PubChem:(15717117)	2
149	1	N/A	-200.60437396762978	C6H12N4	[M + H]+	YZAVKSWVBORMGF	InChI=1S/C6H12N4/c7-1-3-9-5-6-10-4-2-8/h1,3,5-6H,2,4,7-8H2	null	C(CN=CC=NC=CN)N	-1.5	55283971;133626665	PubChem:(55283971 133626665)	2
150	1	N/A	-200.87572891039014	C6H12N4	[M + H]+	RUBKKQOUDNVQGS	InChI=1S/C6H13N4/c1-4-9-5-10(6(2)3)8-7-9/h5-6H,4H2,1-3H3/q+1	1-ethyl-4-propan-2-yltetrazol-1-ium	CC[N+]1=CN(N=N1)C(C)C	1.29999995	58918930	PubChem:(58918930)	2
151	1	N/A	-200.89839031994975	C6H12N4	[M + H]+	JCNJARBBOYTGSU	InChI=1S/C6H12N4/c1-4(7)9-6(3)10-5(2)8/h1,7H2,2-3H3,(H2,8,9,10)	null	CC(=NC(=NC(=C)N)C)N	-0.5	89013128	PubChem:(89013128)	2
152	1	N/A	-200.94787074988045	C6H12N4	[M + H]+	VRBPMSYSMGCTSP	InChI=1S/C6H12N4/c1-3-5-7-9-6(4-2)10-8-5/h3-4H2,1-2H3,(H,7,8)(H,9,10)	3,6-Diethyl-1,2-dihydro-1,2,4,5-tetrazine	CCC1=NNC(=NN1)CC	1.70000005	587786	PubChem:(587786)	2
153	1	N/A	-200.9971443277531	C6H12N4	[M + H]+	TVKNZOTXMJKJKE	InChI=1S/C6H12N4/c1-4(3-7)5(2)10-6(8)9/h4-5H,1-2H3,(H4,8,9,10)	null	CC(C#N)C(C)N=C(N)N	-0.699999988	132061808	PubChem:(132061808)	2
154	1	N/A	-201.21357859523818	C6H12N4	[M + H]+	FJAKCLKYFYLYJJ	InChI=1S/C6H12N4/c1-9-6(8)10-5-3-2-4-7/h2-3,5H2,1H3,(H3,8,9,10)	null	CN=C(N)NCCCC#N	-0.800000012	130738693	PubChem:(130738693)	2
155	1	N/A	-201.3197876542254	C6H12N4	[M + H]+	RZINHSALOOLENV	InChI=1S/C6H12N4/c1-2-9-6(8-1)10-5-3-7-4-5/h5,7H,1-4H2,(H2,8,9,10)	null	C1CN=C(N1)NC2CNC2	-1.5	114401761	PubChem:(114401761)	2
156	1	N/A	-201.36432883435793	C6H12N4	[M + H]+	QEGRMIKFWZARRT	InChI=1S/C6H12N4/c1-2-9-10-6-7-4-3-5-8-6/h2H,3-5H2,1H3,(H2,7,8,10)	N-[(E)-ethylideneamino]-1,4,5,6-tetrahydropyrimidin-2-amine	CC=NNC1=NCCCN1	-0.600000024	58655493	PubChem:(58655493)	2
157	1	N/A	-201.3884667292795	C6H12N4	[M + H]+	JKFPFWCXIVZERL	InChI=1S/C6H12N4/c1-7-4-3-6-8-5-9-10(6)2/h5,7H,3-4H2,1-2H3	null	CNCCC1=NC=NN1C	-0.100000001	62697016	PubChem:(62697016)	2
158	1	N/A	-201.4270137708887	C6H12N4	[M + H]+	VMXYAMDCCDSBIS	InChI=1S/C6H12N4/c1-2-8-10(4-1)9-5-3-7-6-9/h2,7H,1,3-6H2	null	C1CN(N=C1)N2CCNC2	-0.400000006	91105670	PubChem:(91105670)	2
159	1	N/A	-201.4418497798267	C6H12N4	[M + H]+	MVMLUSJMKWONIE	InChI=1S/C6H12N4/c1-4-3-8-5(2)10-6(7)9-4/h4,8H,2-3H2,1H3,(H3,7,9,10)	null	CC1CNC(=C)NC(=N1)N	-0.300000012	126620180	PubChem:(126620180)	2
160	1	N/A	-201.75749649715232	C6H12N4	[M + H]+	PMLHNOCFMNHWFC	InChI=1S/C6H12N4/c1-4-8-5-9-6(2)10-7-3/h5H,3-4H2,1-2H3,(H,8,9,10)	null	CCN=CN=C(C)NN=C	1.60000002	132239765	PubChem:(132239765)	2
161	1	N/A	-202.00675977336292	C6H12N4	[M + H]+	WYYNRSDBCWUPAV	InChI=1S/C6H12N4/c1-2-10-6(3-4-7)8-5-9-10/h5H,2-4,7H2,1H3	null	CCN1C(=NC=N1)CCN	-0.300000012	62697025	PubChem:(62697025)	2
162	1	N/A	-202.35107159733627	C6H12N4	[M + H]+	WFDMRACWNXAXLG	InChI=1S/C6H12N4/c1-2-3-4-5-6(7)9-10-8/h2,6H,1,3-5,7H2	null	C=CCCCC(N)N=[N+]=[N-]	2.0999999	126698339	PubChem:(126698339)	2
163	1	N/A	-202.36565193039186	C6H12N4	[M + H]+	RGTVGNLKRYWXKQ	InChI=1S/C6H12N4/c1-7-3-2-4-10-5-8-9-6-10/h5-7H,2-4H2,1H3	null	CNCCCN1C=NN=C1	-0.699999988	62267198	PubChem:(62267198)	2
164	1	N/A	-202.62375906326497	C6H12N4	[M + H]+	MNERHLVOWPZTOF	InChI=1S/C6H12N4/c1-4(2)5-8-6(7-3)10-9-5/h4H,1-3H3,(H2,7,8,9,10)	null	CC(C)C1=NC(=NN1)NC	1.5	130186797	PubChem:(130186797)	2
165	1	N/A	-202.64382702690588	C6H12N4	[M + H]+	XPAWNFUJGNBLAQ	InChI=1S/C6H12N4/c1-2-7-3-4-10-5-8-9-6-10/h5-7H,2-4H2,1H3	null	CCNCCN1C=NN=C1	-0.699999988	62663240	PubChem:(62663240)	2
166	1	N/A	-202.79280018340646	C6H12N4	[M + H]+	BIIFPAZVEMLRIG	InChI=1S/C6H12N4/c1-2-9-6(8-1)10-4-3-7-5-10/h5-6,8-9H,1-4H2	null	C1CNC(N1)N2CCN=C2	-1.39999998	123430449	PubChem:(123430449)	2
167	1	N/A	-202.84535058301415	C6H12N4	[M + H]+	PVFKVPIXDYORGE	InChI=1S/C6H12N4/c1-2-3-4-5-9-6(7)10-8/h1H,3-5,8H2,(H3,7,9,10)	null	C#CCCCN=C(N)NN	-0.699999988	106222409	PubChem:(106222409)	2
168	1	N/A	-203.00805048195073	C6H12N4	[M + H]+	DFRHDUKFESGUPN	InChI=1S/C6H12N4/c1-2-6-8-5-9-10(6)4-3-7/h5H,2-4,7H2,1H3	null	CCC1=NC=NN1CCN	-0.200000003	123798231	PubChem:(123798231)	2
169	1	N/A	-203.22201251609246	C6H12N4	[M + H]+	LMWAPOPZFSGKGV	InChI=1S/C6H12N4/c1-4(2)10-6(7)8-5(3)9-10/h4H,1-3H3,(H2,7,8,9)	null	CC1=NN(C(=N1)N)C(C)C	0.800000012	62677913	PubChem:(62677913)	2
170	1	N/A	-203.65976463696379	C6H12N4	[M + H]+	SQVYEEFPKRFRDH	InChI=1S/C6H12N4/c1-2-3-10-5-8-6(4-7)9-10/h5H,2-4,7H2,1H3	null	CCCN1C=NC(=N1)CN	-0.300000012	62949968	PubChem:(62949968)	2
171	1	N/A	-203.71020632211122	C6H12N4	[M + H]+	IYZDAIRJAWFDIK	InChI=1S/C6H12N4/c1-2-10-4-3-6(5-10)8-9-7/h6H,2-5H2,1H3	null	CCN1CCC(C1)N=[N+]=[N-]	1.70000005	10486939;85156986	PubChem:(10486939 85156986)	2
172	1	N/A	-203.9490275111139	C6H12N4	[M + H]+	SOSBEWVDWRXMQV	InChI=1S/C6H12N4/c1-10-4-9-5-2-7-3-8-6(5)10/h4-8H,2-3H2,1H3	9-methyl-1,2,3,4,5,6-hexahydropurine	CN1C=NC2C1NCNC2	-1.39999998	4868130	PubChem:(4868130)	2
173	1	N/A	-204.06132037117857	C6H12N4	[M + H]+	NJJVTXKXJMKXJO	InChI=1S/C6H12N4/c1-3-9(5-7-1)10-4-2-8-6-10/h5,8H,1-4,6H2	null	C1CN(CN1)N2CCN=C2	-0.899999976	57079008	PubChem:(57079008)	2
174	1	N/A	-204.1534314750364	C6H12N4	[M + H]+	VUEOSXMVDORXON	InChI=1S/C6H12N4/c1-4-8-5(2)10-6(7-3)9-4/h6-7H,1-3H3,(H,8,9,10)	null	CC1=NC(N=C(N1)C)NC	-1.10000002	123691583	PubChem:(123691583)	2
175	1	N/A	-204.27961860688092	C6H12N4	[M + H]+	PQFRJYBYSQEWAL	InChI=1S/C6H12N4/c1-5-8-6(3-4-7)9-10(5)2/h3-4,7H2,1-2H3	null	CC1=NC(=NN1C)CCN	-0.200000003	82467763	PubChem:(82467763)	2
176	1	N/A	-205.03574352508755	C6H12N4	[M + H]+	ISYJEQMWXMLMRC	InChI=1S/C6H12N4/c1-4-5(10-7)9-6(2,3)8-4/h7H2,1-3H3,(H,9,10)	null	CC1=NC(N=C1NN)(C)C	-0.899999976	129646946	PubChem:(129646946)	2
177	1	N/A	-205.5476929234327	C6H12N4	[M + H]+	BWOSRKVRMBTXQQ	InChI=1S/C6H12N4/c1-10-4-2-3-6(5-10)8-9-7/h6H,2-5H2,1H3	null	CN1CCCC(C1)N=[N+]=[N-]	1.70000005	86599638	PubChem:(86599638)	2
178	1	N/A	-205.60593785896944	C6H12N4	[M + H]+	OJUBZYXRGUNPAZ	InChI=1S/C6H12N4/c1-4-9-3-5(2-7)6(8)10-4/h5H,2-3,7H2,1H3,(H2,8,9,10)	null	CC1=NCC(C(=N1)N)CN	-1.53633153	""	KEGG Mine	8589934592
179	1	N/A	-206.00393406330753	C6H12N4	[M + H]+	HFWOCKLAXVYQFO	InChI=1S/C6H12N4/c1-9(2)3-4-10-5-7-8-6-10/h5-6H,3-4H2,1-2H3	null	CN(C)CCN1C=NN=C1	-0.600000024	54286085	PubChem:(54286085)	2
180	1	N/A	-206.35530441533106	C6H12N4	[M + H]+	RDZJRLMNQVJRHW	InChI=1S/C6H12N4/c1-2-4-10(5-3-7)6(8)9/h2,4-5H2,1H3,(H3,8,9)	null	CCCN(CC#N)C(=N)N	-0.100000001	138105466	PubChem:(138105466)	2
181	1	N/A	-206.3570432663831	C6H12N4	[M + H]+	UVRLGILFHWSWKE	InChI=1S/C6H12N4/c1-4(2)10-5(3)8-6(7)9-10/h4H,1-3H3,(H2,7,9)	Ambcb4018426	CC1=NC(=NN1C(C)C)N	0.800000012	28064235	PubChem:(28064235)	2
182	1	N/A	-206.407120237307	C6H12N4	[M + H]+	SISYPDNHZALNNE	InChI=1S/C6H12N4/c7-5-8-10-9-6-3-1-2-4-6/h5,10H,1-4H2,(H2,7,8)	N''-cyclopentylidenaminomethanehydrazonamide	C1CCC(=NNN=CN)C1	0.400000006	53443154	PubChem:(53443154)	2
