structureRankPerFormula	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
78	1	N/A	-82.27452176266422	C6H12O4	[M + H3N + H]+	VIPSAGLEUASBRR	InChI=1S/C6H12O4/c1-5(9)6(4-8)10-3-2-7/h4-7,9H,2-3H2,1H3	null	CC(C(C=O)OCCO)O	-1.29999995	91530909	PubChem:(91530909)	2
79	1	N/A	-82.28834247955862	C6H12O4	[M + H3N + H]+	HTNUEUUXBDHBGW	InChI=1S/C6H12O4/c7-2-1-3-4(8)6(10)5(3)9/h3-10H,1-2H2	null	C(CO)C1C(C(C1O)O)O	-1.89999998	71764565;102110659;130146578	PubChem:(71764565 102110659 130146578)	2
80	1	N/A	-82.3376618878238	C6H12O4	[M + H3N + H]+	KSZCKLUPODXWRM	InChI=1S/C6H12O4/c7-3-5(9)6-4(8)1-2-10-6/h4-9H,1-3H2	1-(3-hydroxyoxolan-2-yl)ethane-1,2-diol	C1COC(C1O)C(CO)O	-1.10000002	14057266;134525260	PubChem:(14057266 134525260)	2
81	1	N/A	-82.36121422000721	C6H12O4	[M + H3N + H]+	SIFPJKCYEYFXCL	InChI=1S/C6H12O4/c7-3-1-5(9)6(10)2-4-8/h3,5-6,8-10H,1-2,4H2	null	C(CO)C(C(CC=O)O)O	-1.89999998	57105110	PubChem:(57105110)	2
82	1	N/A	-82.43470967857496	C6H12O4	[M + H3N + H]+	VQDSLLVREOJMLF	InChI=1S/C6H12O4/c1-4(8)2-5(9)6(10)3-7/h4-5,7-9H,2-3H2,1H3	null	CC(CC(C(=O)CO)O)O	-1.20000005	130037555;130737249	PubChem:(130037555 130737249)	2
83	1	N/A	-82.61596989918999	C6H12O4	[M + H3N + H]+	XOASUXDRKCVMKE	InChI=1S/C6H12O4/c1-9-6-4(8)3-10-5(6)2-7/h4-8H,2-3H2,1H3	null	COC1C(COC1CO)O	-1.5	11094776;85397181;100993545;130762499;130762500;130378411	PubChem:(11094776 85397181 100993545 130762499 130762500 130378411)	2
84	1	N/A	-82.73495324991289	C6H12O4	[M + H3N + H]+	SNGBOMOBDFAYFR	InChI=1S/C6H12O4/c7-3-1-4(8)6(10)5(9)2-3/h3-10H,1-2H2	ACMC-20mwdd	C1C(CC(C(C1O)O)O)O	-1.79999995	548226;22213798;45102944;102168603	EcoCyc Mine;PubChem:(548226 22213798 45102944 102168603);KEGG Mine	25769803778
85	1	N/A	-82.7795647952044	C6H12O4	[M + H3N + H]+	KDDGOKLLKWTTGK	InChI=1S/C6H12O4/c1-2-4(8)6(10)5(9)3-7/h5-7,9-10H,2-3H2,1H3	4,5,6-trihydroxyhexan-3-one	CCC(=O)C(C(CO)O)O	-1.5	21555327;89390246;101477680;101477681	PubChem:(21555327 89390246 101477680 101477681);EcoCyc Mine	17179869186
86	1	N/A	-82.84311765827597	C6H12O4	[M + H3N + H]+	FTUNCEVUAPNORM	InChI=1S/C6H12O4/c1-3(7)6-5(9)4(8)2-10-6/h3-9H,2H2,1H3	(2S,3R,4S)-2-[(1R)-1-hydroxyethyl]oxolane-3,4-diol	CC(C1C(C(CO1)O)O)O	-1.0	14057263;14057264;14057265;18667402;22851128;89140714;91029101;91031963;117980300;130928555;130966414	EcoCyc Mine;PubChem:(14057263 14057264 14057265 18667402 22851128 89140714 91029101 91031963 117980300 130928555 130966414);PubMed	17179869250
87	1	N/A	-82.97863390472149	C6H12O4	[M + H3N + H]+	MDTCFGFJDJASEI	InChI=1S/C6H12O4/c1-2-3-10-4-5(7)6(8)9/h5,7H,2-4H2,1H3,(H,8,9)	null	CCCOCC(C(=O)O)O	-0.100000001	79567001	PubChem:(79567001)	2
88	1	N/A	-83.71368246898125	C6H12O4	[M + H3N + H]+	JVEKMZVMJIFLEB	InChI=1S/C6H12O4/c7-1-5(2-8)6(3-9)4-10/h7-10H,1-4H2	2-Butene-1,4-diol, 2,3-bis(hydroxymethyl)-	C(C(=C(CO)CO)CO)O	-2.0999999	13806395	PubChem:(13806395)	2
89	1	N/A	-83.91588110898327	C6H12O4	[M + H3N + H]+	GDTUPWUXNIIPQL	InChI=1S/C6H12O4/c1-5(4-6(8)9)10-3-2-7/h5,7H,2-4H2,1H3,(H,8,9)	3-(2-hydroxyethoxy)butanoic acid	CC(CC(=O)O)OCCO	-0.699999988	19019214;53832998	PubChem:(19019214 53832998)	2
90	1	N/A	-84.19548357370383	C6H12O4	[M + H3N + H]+	KZMWNYFZQFEPEF	InChI=1S/C6H12O4/c7-3-5-10-4-1-2-6(8)9/h7H,1-5H2,(H,8,9)	null	C(CC(=O)O)COCCO	-0.800000012	28413629;28413630	PubChem:(28413629 28413630);KEGG Mine	8589934594
91	1	N/A	-84.25284186304832	C6H12O4	[M + H3N + H]+	LOSSJMNNCVJTKX	InChI=1S/C6H12O4/c1-2-4(3-7)5(8)6(9)10/h4-5,7-8H,2-3H2,1H3,(H,9,10)	2-hydroxy-3-(hydroxymethyl)pentanoic acid	CCC(CO)C(C(=O)O)O	-0.400000006	19046632	PubChem:(19046632);YMDB Mine	34359738370
92	1	N/A	-84.46814503250896	C6H12O4	[M + H3N + H]+	DXTAWGLUMZDYNA	InChI=1S/C6H12O4/c1-5(8)3-10-4-6(9)2-7/h6-7,9H,2-4H2,1H3	null	CC(=O)COCC(CO)O	-1.5	57248813	PubChem:(57248813)	2
93	1	N/A	-84.57951180699281	C6H12O4	[M + H3N + H]+	TUXZAHKFWSTNNN	InChI=1S/C6H12O4/c1-2-3-10-6(9)5(8)4-7/h2,5-9H,1,3-4H2	null	C=CCOC(C(CO)O)O	-1.10000002	54335133	PubChem:(54335133)	2
94	1	N/A	-84.66558356614006	C6H12O4	[M + H3N + H]+	BFULBERWHKYUQW	InChI=1S/C6H12O4/c7-3-5(9)1-2-6(10)4-8/h3,5-6,8-10H,1-2,4H2	null	C(CC(C=O)O)C(CO)O	-1.5	22415852;88339942;88340266;88340267;87891689	PubChem:(22415852 88339942 88340266 88340267 87891689)	2
95	1	N/A	-85.23803324482432	C6H12O4	[M + H3N + H]+	DADGZUBCTUQCGD	InChI=1S/C6H12O4/c7-2-1-3-10-5-6(9)4-8/h2,6,8-9H,1,3-5H2	null	C(COCC(CO)O)C=O	-1.79999995	87167182	PubChem:(87167182);PubMed	66
96	1	N/A	-85.3468551848188	C6H12O4	[M + H3N + H]+	UBFOXQJROMFBAA	InChI=1S/C6H12O4/c1-10-4-5(2-3-7)6(8)9/h5,7H,2-4H2,1H3,(H,8,9)	null	COCC(CCO)C(=O)O	-0.699999988	117237081	PubChem:(117237081)	2
97	1	N/A	-85.48230026309419	C6H12O4	[M + H3N + H]+	DTIHQXJECSLYDN	InChI=1S/C6H12O4/c7-4-3-5(8)1-2-6(9)10/h5,7-8H,1-4H2,(H,9,10)	null	C(CC(=O)O)C(CCO)O	-0.899999976	53778152;55302554	PubChem:(53778152 55302554);KEGG Mine	8589934594
98	1	N/A	-85.80631253222012	C6H12O4	[M + H3N + H]+	SWMVHYRKEKGHGZ	InChI=1S/C6H12O4/c1-3-10-5(4-9-2)6(7)8/h5H,3-4H2,1-2H3,(H,7,8)	null	CCOC(COC)C(=O)O	-0.100000001	54328279	PubChem:(54328279)	2
99	1	N/A	-85.9613387341193	C6H12O4	[M + H3N + H]+	JJJKAPIPGHXDHR	InChI=1S/C6H12O4/c7-1-4-5(9)3-10-6(4)2-8/h4-9H,1-3H2	null	C1C(C(C(O1)CO)CO)O	-1.29999995	10582921;10796895;85194904	PubChem:(10582921 10796895 85194904)	2
100	1	N/A	-86.32000931077113	C6H12O4	[M + H3N + H]+	UEZOSHSWUKFHAQ	InChI=1S/C6H12O4/c1-2-4(8)6(10)5(9)3-7/h3-6,8-10H,2H2,1H3	null	CCC(C(C(C=O)O)O)O	-0.613656759	100944467;117979207;118442103;130806842	PubChem:(100944467 117979207 118442103 130806842)	2
101	1	N/A	-86.93735079721849	C6H12O4	[M + H3N + H]+	TUIQTQIQTRRTSK	InChI=1S/C6H12O4/c1-4(6(9)10)2-5(8)3-7/h4-5,7-8H,2-3H2,1H3,(H,9,10)	4,5-dihydroxy-2-methylpentanoic acid	CC(CC(CO)O)C(=O)O	-0.600000024	20141197;54334279	PubChem:(20141197 54334279)	2
102	1	N/A	-87.59191161537409	C6H12O4	[M + H3N + H]+	BORWMUXMMOITCP	InChI=1S/C6H12O4/c1-4(5(9)2-7)6(10)3-8/h2,4-6,8-10H,3H2,1H3	null	CC(C(CO)O)C(C=O)O	-1.39999998	89028985	PubChem:(89028985)	2
103	1	N/A	-88.15479890940941	C6H12O4	[M + H3N + H]+	LANMHBDIXGOUJS	InChI=1S/C6H12O4/c1-5(6(8)9)4-10-3-2-7/h5,7H,2-4H2,1H3,(H,8,9)	null	CC(COCCO)C(=O)O	-0.5	53751610	PubChem:(53751610)	2
104	1	N/A	-88.31233145513575	C6H12O4	[M + H3N + H]+	PHKHGSSZAJVEQK	InChI=1S/C6H12O4/c7-2-3-1-4(8)6(10)5(3)9/h3-10H,1-2H2	ACMC-20mlbl	C1C(C(C(C1O)O)O)CO	-1.39999998	10534805;10012056;10920662;10034781;10057662;10261228;10261229;13915562;13915563;13915564;13915565;13915566;11819197;10419333;10419334;10419335;101930312;101930313	PubChem:(10534805 10012056 10920662 10034781 10057662 10261228 10261229 13915562 13915563 13915564 13915565 13915566 11819197 10419333 10419334 10419335 101930312 101930313)	2
105	1	N/A	-88.57875551267179	C6H12O4	[M + H3N + H]+	NZPVIUZQRHMWSY	InChI=1S/C6H12O4/c1-3-6(10-3)5(9)4(8)2-7/h3-9H,2H2,1H3	null	CC1C(O1)C(C(CO)O)O	-1.60000002	18506448	PubChem:(18506448)	2
106	1	N/A	-88.64957677491785	C6H12O4	[M + H3N + H]+	DFQUTANVBPRYRI	InChI=1S/C6H12O4/c1-3(7)5(9)6(10)4(2)8/h3,5-7,9-10H,1-2H3	null	CC(C(C(C(=O)C)O)O)O	-1.5	89151152;131016147;131069550	PubChem:(89151152 131016147 131069550);EcoCyc Mine	17179869186
107	1	N/A	-88.66272550510894	C6H12O4	[M + H3N + H]+	CYRKTIHARZWKBH	InChI=1S/C6H12O4/c1-2-3-6(10,4-7)5(8)9/h7,10H,2-4H2,1H3,(H,8,9)	null	CCCC(CO)(C(=O)O)O	-0.400000006	55302695	PubChem:(55302695)	2
108	1	N/A	-88.82239270016346	C6H12O4	[M + H3N + H]+	OOUNPZOLTCEMSL	InChI=1S/C6H12O4/c1-6(9)4(8)3-10-5(6)2-7/h4-5,7-9H,2-3H2,1H3	null	CC1(C(COC1CO)O)O	-1.29999995	67145166	PubChem:(67145166)	2
109	1	N/A	-88.94046782454544	C6H12O4	[M + H3N + H]+	QDDMBAKTPRKDFD	InChI=1S/C6H12O4/c1-4(2-3-7)5(8)6(9)10/h4-5,7-8H,2-3H2,1H3,(H,9,10)	null	CC(CCO)C(C(=O)O)O	-0.400000006	55300753;55302698	PubChem:(55300753 55302698);YMDB Mine	34359738370
110	1	N/A	-89.1540690733354	C6H12O4	[M + H3N + H]+	XWJIPBNFHNFXCT	InChI=1S/C6H12O4/c7-2-1-3-10-5-6(9)4-8/h1-2,6-9H,3-5H2	null	C(C=CO)OCC(CO)O	-1.29999995	87343159	PubChem:(87343159)	2
111	1	N/A	-89.22070705538519	C6H12O4	[M + H3N + H]+	SZKDJQJZBHBTCX	InChI=1S/C6H12O4/c1-4(8)6(2,3-7)5(9)10/h4,7-8H,3H2,1-2H3,(H,9,10)	null	CC(C(C)(CO)C(=O)O)O	-0.800000012	55302735	PubChem:(55302735)	2
112	1	N/A	-89.23267790521264	C6H12O4	[M + H3N + H]+	CPFQAHWZQYYVJG	InChI=1S/C6H12O4/c1-2-10-6(4-8)5(9)3-7/h6-8H,2-4H2,1H3	null	CCOC(CO)C(=O)CO	-1.10000002	117953471	PubChem:(117953471)	2
113	1	N/A	-89.2431434475357	C6H12O4	[M + H3N + H]+	UZQAMOGAPZYBAM	InChI=1S/C6H12O4/c7-1-4-5(2-8)6(4,10)3-9/h4-5,7-10H,1-3H2	(2S,3R)-1,2,3-tris(hydroxymethyl)cyclopropan-1-ol	C(C1C(C1(CO)O)CO)O	-1.79999995	18661341;19076633;67666553;67750466	PubChem:(18661341 19076633 67666553 67750466)	2
114	1	N/A	-89.44472956055877	C6H12O4	[M + H3N + H]+	YZBCPLMANHCNKG	InChI=1S/C6H12O4/c7-4-10-2-5-1-9-3-6(5)8/h5-8H,1-4H2	null	C1C(C(CO1)O)COCO	-1.20000005	68300431;70665540	PubChem:(68300431 70665540)	2
115	1	N/A	-89.45263292406487	C6H12O4	[M + H3N + H]+	VUIFTVILCOSWNG	InChI=1S/C6H12O4/c1-4(5(9)2-7)6(10)3-8/h5-10H,1-3H2	null	C=C(C(CO)O)C(CO)O	-1.70000005	130146856;131156040;133622171	PubChem:(130146856 131156040 133622171)	2
116	1	N/A	-89.61625108556514	C6H12O4	[M + H3N + H]+	GPSQXVSPHYKFTO	InChI=1S/C6H12O4/c7-4-2-1-3-5(8)6(9)10/h5,7-8H,1-4H2,(H,9,10)	2,6-dihydroxyhexanoate	C(CCO)CC(C(=O)O)O	-0.400000006	13120904;21868136;55302344	PubChem:(13120904 21868136 55302344);KEGG Mine	8589934594
117	1	N/A	-90.06183963374183	C6H12O4	[M + H3N + H]+	PBYNKWUOCHPRLY	InChI=1S/C6H12O4/c1-5(2-7)10-4-6(9)3-8/h2,5-6,8-9H,3-4H2,1H3	null	CC(C=O)OCC(CO)O	-1.29999995	90280183	PubChem:(90280183)	2
118	1	N/A	-90.21272133146772	C6H12O4	[M + H3N + H]+	NRKKZRXIFVGKRZ	InChI=1S/C6H12O4/c7-4-5(8)2-1-3-6(9)10/h5,7-8H,1-4H2,(H,9,10)	5,6-dihydroxyhexanoic acid	C(CC(CO)O)CC(=O)O	-0.899999976	15140307;87102101;88918822	PubChem:(15140307 87102101 88918822);KEGG Mine	8589934594
119	1	N/A	-90.2792355346903	C6H12O4	[M + H3N + H]+	YJWSSJUYAKVCKA	InChI=1S/C6H12O4/c1-2-3-9-10-5-6(8)4-7/h2,6-8H,1,3-5H2	null	C=CCOOCC(CO)O	-0.5	18951211	PubChem:(18951211)	2
120	1	N/A	-90.34386221336305	C6H12O4	[M + H3N + H]+	KUIOHCAQZYZUSR	InChI=1S/C6H12O4/c7-3-1-2-5(9)6(10)4-8/h4-7,9-10H,1-3H2	null	C(CC(C(C=O)O)O)CO	-1.5	122461026	PubChem:(122461026)	2
121	1	N/A	-90.43333738805941	C6H12O4	[M + H3N + H]+	SPTXUDXJLAAQTG	InChI=1S/C6H12O4/c1-4(3-7)2-5(8)6(9)10/h4-5,7-8H,2-3H2,1H3,(H,9,10)	null	CC(CC(C(=O)O)O)CO	-0.154258415	""	YMDB Mine;KEGG Mine	42949672960
122	1	N/A	-90.63126564315934	C6H12O4	[M + H3N + H]+	GAFKEXGDWOGXDW	InChI=1S/C6H12O4/c7-3-6(8)4-9-1-2-10-5-6/h7-8H,1-5H2	null	C1COCC(CO1)(CO)O	-1.79999995	126981831	PubChem:(126981831)	2
123	1	N/A	-90.68233129379504	C6H12O4	[M + H3N + H]+	OQNFCCSWSZAKOO	InChI=1S/C6H12O4/c7-2-1-4(9)6-5(3-8)10-6/h4-9H,1-3H2	null	C(CO)C(C1C(O1)CO)O	-1.60000002	18506438	PubChem:(18506438)	2
124	1	N/A	-90.92055930899936	C6H12O4	[M + H3N + H]+	DUDKVZYXAGSWBM	InChI=1S/C6H12O4/c1-6(2,10)5(9)4(8)3-7/h4,7-8,10H,3H2,1-2H3	null	CC(C)(C(=O)C(CO)O)O	-1.39999998	14120418	PubChem:(14120418)	2
125	1	N/A	-91.01838405083807	C6H12O4	[M + H3N + H]+	NHLYDZNMOMRXJP	InChI=1S/C6H12O4/c1-3(7)5(8)6(9)4-2-10-4/h3-9H,2H2,1H3	null	CC(C(C(C1CO1)O)O)O	-1.60000002	18506418	PubChem:(18506418)	2
126	1	N/A	-91.09282027075224	C6H12O4	[M + H3N + H]+	MHGIUIRBJVTCJS	InChI=1S/C6H12O4/c1-4-6(8)2-5(3-7)10-9-4/h4-8H,2-3H2,1H3	null	CC1C(CC(OO1)CO)O	-0.5	117998143	PubChem:(117998143)	2
127	1	N/A	-91.36935323936606	C6H12O4	[M + H3N + H]+	YIXRVAJWVSUHLF	InChI=1S/C6H12O4/c1-2-3-9-10-5-6(8)4-7/h2-3,6-8H,4-5H2,1H3	null	CC=COOCC(CO)O	-0.200000003	88398886	PubChem:(88398886)	2
128	1	N/A	-91.94280520346022	C6H12O4	[M + H3N + H]+	QDKYRZRRXQKVJI	InChI=1S/C6H12O4/c1-4(7)2-3-5(8)6(9)10/h4-5,7-8H,2-3H2,1H3,(H,9,10)	2,5-dihydroxyhexanoic acid	CC(CCC(C(=O)O)O)O	-0.400000006	18424665	PubChem:(18424665);PubMed	66
129	1	N/A	-92.03465189231157	C6H12O4	[M + H3N + H]+	HMGGSVFAGUJIAP	InChI=1S/C6H12O4/c1-2-4(7)3-5(8)6(9)10/h4-5,7-8H,2-3H2,1H3,(H,9,10)	null	CCC(CC(C(=O)O)O)O	-0.200000003	55302559;55302696	PubChem:(55302559 55302696)	2
130	1	N/A	-92.14453512484238	C6H12O4	[M + H3N + H]+	OTTCFNLJPOTWIJ	InChI=1S/C6H12O4/c7-5-1-9-3-6(8)4-10-2-5/h5-8H,1-4H2	null	C1C(COCC(CO1)O)O	-1.5	66898884	PubChem:(66898884)	2
131	1	N/A	-92.53036722711644	C6H12O4	[M + H3N + H]+	PVHRSKRBMYDWJA	InChI=1S/C6H12O4/c1-10-3-2-5(7)4-6(8)9/h5,7H,2-4H2,1H3,(H,8,9)	null	COCCC(CC(=O)O)O	-0.699999988	57039359	PubChem:(57039359)	2
132	1	N/A	-92.55875998536172	C6H12O4	[M + H3N + H]+	FKHCKVQMPWUKCV	InChI=1S/C6H12O4/c1-4(7)5(8)2-3-6(9)10/h4-5,7-8H,2-3H2,1H3,(H,9,10)	null	CC(C(CCC(=O)O)O)O	-0.800000012	57417380;55303479	PubChem:(57417380 55303479);PubMed;KEGG Mine	8589934658
133	1	N/A	-92.60579744083087	C6H12O4	[M + H3N + H]+	YXCQQMPKXWHIKR	InChI=1S/C6H12O4/c7-4-3-5(8)1-2-6(9)10/h4-6,8-10H,1-3H2	null	C(CC(O)O)C(CC=O)O	-1.39999998	91402543	PubChem:(91402543)	2
134	1	N/A	-92.67369962873771	C6H12O4	[M + H3N + H]+	KPZISZXYEHNDTC	InChI=1S/C6H12O4/c1-5(2,9)6(3,10)4(7)8/h9-10H,1-3H3,(H,7,8)	Butanoic acid, 2,3-dihydroxy-2,3-dimethyl-	CC(C)(C(C)(C(=O)O)O)O	-0.699999988	12431725;11829599	PubChem:(12431725 11829599);PubMed	66
135	1	N/A	-92.79584627251577	C6H12O4	[M + H3N + H]+	ZMZSEKKLIWMSLH	InChI=1S/C6H12O4/c1-2-6(10-9)5(8)3-4-7/h2,5-9H,1,3-4H2	null	C=CC(C(CCO)O)OO	-0.699999988	10725499;101002702;101002703;101002704	PubChem:(10725499 101002702 101002703 101002704)	2
136	1	N/A	-92.8871960804396	C6H12O4	[M + H3N + H]+	GRCKFGQFRRODIE	InChI=1S/C6H12O4/c1-6(10,4-8)2-5(9)3-7/h7-8,10H,2-4H2,1H3	null	CC(CC(=O)CO)(CO)O	-1.89999998	118685789	PubChem:(118685789)	2
137	1	N/A	-93.24630879227475	C6H12O4	[M + H3N + H]+	WJAOJLDJPQVXEX	InChI=1S/C6H12O4/c1-9-5-3-10-4(2-7)6(5)8/h4-8H,2-3H2,1H3	(2R,3S,4S)-2-(hydroxymethyl)-4-methoxyoxolan-3-ol	COC1COC(C1O)CO	-0.899999976	18665991;18719638;21930886;130962229;130469125;133622172	PubChem:(18665991 18719638 21930886 130962229 130469125 133622172);PubMed	66
138	1	N/A	-93.39061370935006	C6H12O4	[M + H3N + H]+	AWARSNJRMJURSF	InChI=1S/C6H12O4/c1-2-5(9)6(10,3-7)4-8/h7-8,10H,2-4H2,1H3	1,2-dihydroxy-2-(hydroxymethyl)pentan-3-one	CCC(=O)C(CO)(CO)O	-1.70000005	20669288	PubChem:(20669288)	2
139	1	N/A	-93.40325574870378	C6H12O4	[M + H3N + H]+	FDTIIDYFOGWXFM	InChI=1S/C6H12O4/c1-3(7)5(9)6(10)4(2)8/h3-5,7-9H,1-2H3	null	CC(C(C(=O)C(C)O)O)O	-1.20000005	53793915	PubChem:(53793915)	2
140	1	N/A	-93.42370323640495	C6H12O4	[M + H3N + H]+	SGPQQMUHYXJUJT	InChI=1S/C6H12O4/c7-2-4-1-5(9)6(3-8)10-4/h4-9H,1-3H2	2,5-bis(hydroxymethyl)oxolan-3-ol	C1C(OC(C1O)CO)CO	-1.10000002	15172961;15172962;60047852;68344007;89102341;118149568	PubChem:(15172961 15172962 60047852 68344007 89102341 118149568)	2
141	1	N/A	-93.57229930698189	C6H12O4	[M + H3N + H]+	ZZGCXBLDUFLYAP	InChI=1S/C6H12O4/c7-1-3-9-5-6-10-4-2-8/h5-8H,1-4H2	null	C(COC=COCCO)O	-0.899999976	53245692	PubChem:(53245692);PubChem class - bio and metabolites	16777218
142	1	N/A	-93.63329137595989	C6H12O4	[M + H3N + H]+	UKSDOCCELISUDS	InChI=1S/C6H12O4/c7-1-3-9-5-6-10-4-2-8/h1,8H,2-6H2	ACMC-20djho	C(COCCOCC=O)O	-1.20000005	194770	MeSH:(194770);PubChem:(194770);PubMed;KEGG Mine;PubChem class - bio and metabolites	8606711878
143	1	N/A	-93.9882649841814	C6H12O4	[M + H3N + H]+	NGEVRUUFNAKXBP	InChI=1S/C6H12O4/c1-4(8)2-5(9)6(10)3-7/h3-6,8-10H,2H2,1H3	(2R,3S,5R)-2,3,5-trihydroxyhexanal	CC(CC(C(C=O)O)O)O	-1.39999998	19612470;18394460;124581436;124584417;129664797	PubChem:(19612470 18394460 124581436 124584417 129664797);KEGG Mine	8589934594
144	1	N/A	-94.15067995398884	C6H12O4	[M + H3N + H]+	ZFJKNWIXVWDALX	InChI=1S/C6H12O4/c7-5(8)1-2-6(9,10)4-3-5/h7-10H,1-4H2	null	C1CC(CCC1(O)O)(O)O	-1.29999995	129647643	PubChem:(129647643)	2
145	1	N/A	-94.40655424840006	C6H12O4	[M + H3N + H]+	JBKVDVSYBUHWKJ	InChI=1S/C6H12O4/c7-4-2-1-3-5(10-9)6(4)8/h4-9H,1-3H2	null	C1CC(C(C(C1)OO)O)O	-0.200000003	135013624	PubChem:(135013624)	2
146	1	N/A	-94.83971306122403	C6H12O4	[M + H3N + H]+	ACONIPGGODXNGB	InChI=1S/C6H12O4/c1-4(2-7)6(10)5(9)3-8/h5-10H,1-3H2	null	C=C(CO)C(C(CO)O)O	-1.70000005	89349848	PubChem:(89349848)	2
147	1	N/A	-94.87325837625777	C6H12O4	[M + H3N + H]+	UACXXKJNDKUEEI	InChI=1S/C6H12O4/c7-4-1-5(8)6(9)3-10-2-4/h4-9H,1-3H2	null	C1C(COCC(C1O)O)O	-1.60000002	68210295	PubChem:(68210295)	2
148	1	N/A	-94.95882694894581	C6H12O4	[M + H3N + H]+	UGCSRKJEORWXLG	InChI=1S/C6H12O4/c1-9-3-5-6(8)4(7)2-10-5/h4-8H,2-3H2,1H3	null	COCC1C(C(CO1)O)O	-1.5	23562272;58166164;89258109;131105675	PubChem:(23562272 58166164 89258109 131105675)	2
149	1	N/A	-95.14203235479985	C6H12O4	[M + H3N + H]+	RVPFHLDIBFOOHZ	InChI=1S/C6H12O4/c1-2-10-6(9)5(8)3-4-7/h5,7-8H,2-4H2,1H3	null	CCOC(=O)C(CCO)O	-0.5	10931585;85320692;130737381	PubChem:(10931585 85320692 130737381);YMDB Mine	34359738370
150	1	N/A	-95.22244675022522	C6H12O4	[M + H3N + H]+	MIKWWQPATFDSNN	InChI=1S/C6H12O4/c1-2-3(7)5(9)6(10)4(2)8/h2-10H,1H3	null	CC1C(C(C(C1O)O)O)O	-1.70000005	130131536	PubChem:(130131536)	2
151	1	N/A	-95.3996699393469	C6H12O4	[M + H3N + H]+	RTRONJMFRBAZRR	InChI=1S/C6H12O4/c1-3-6(10,4(2)7)5(8)9/h4,7,10H,3H2,1-2H3,(H,8,9)	2-ethyl-2,3-dihydroxybutanoic acid	CCC(C(C)O)(C(=O)O)O	-0.400000006	11137317;18991941;21608965;55299352;102191454	COCONUT:(CNP0272140);Natural Products:(UNPD16701);PubChem:(11137317 18991941 21608965 55299352 102191454);SuperNatural:(SN00319271);YMDB Mine;EcoCyc Mine;KEGG Mine	60132720642
152	1	N/A	-95.46325077353158	C6H12O4	[M + H3N + H]+	PDGXJDXVGMHUIR	InChI=1S/C6H12O4/c1-3-6(2,10)4(7)5(8)9/h4,7,10H,3H2,1-2H3,(H,8,9)	2,3-dihydroxy-3-methylvalerate	CCC(C)(C(C(=O)O)O)O	-0.400000006	8;440876;448154;21145376;21263701;46936753;55300181;87178888;92143144	HMDB:(12140);SuperNatural:(SN00309743 SN00336594);MeSH:(8);Plantcyc:(1-KETO-2-METHYLVALERATE);PubMed;COCONUT:(CNP0083440 CNP0207481);Natural Products:(UNPD66772 UNPD177979);PubChem:(8 440876 448154 21145376 21263701 46936753 55300181 87178888 92143144);CHEBI:(882 49258 27512);PubChem class - bio and metabolites;KEGG:(C06007 C04104);YMDB:(1091 68);Biocyc:(1-KETO-2-METHYLVALERATE CPD-7641 SMA-0000177)	20154734
153	1	N/A	-95.57027122811472	C6H12O4	[M + H3N + H]+	JJQXTSDYTYJQHK	InChI=1S/C6H12O4/c1-6(3-7)5(9)4(8)2-10-6/h4-5,7-9H,2-3H2,1H3	null	CC1(C(C(CO1)O)O)CO	-1.29999995	91501085;118332811;118332835;130129121;131003972;139306470	PubChem:(91501085 118332811 118332835 130129121 131003972 139306470)	2
154	1	N/A	-95.67436180410223	C6H12O4	[M + H3N + H]+	NZPAUBMRVLAHQI	InChI=1S/C6H12O4/c7-2-1-4-5(8)3-10-6(4)9/h4-9H,1-3H2	(3S,4R)-3-(2-hydroxyethyl)oxolane-2,4-diol	C1C(C(C(O1)O)CCO)O	-1.39999998	59398481	PubChem:(59398481)	2
155	1	N/A	-95.87867060611012	C6H12O4	[M + H3N + H]+	GNTQICZXQYZQNE	InChI=1S/C6H12O4/c1-4(8)6(10)2-5(9)3-7/h3-6,8-10H,2H2,1H3	Dideoxyhexose	CC(C(CC(C=O)O)O)O	-1.39999998	193410;3035457;3081368;3081369;5460035;6857442;10419332;21155495;129679582;129876783	COCONUT:(CNP0164103);Natural Products:(UNPD168883 UNPD19552);PubChem:(193410 3035457 3081368 3081369 5460035 6857442 10419332 21155495 129679582 129876783);SuperNatural:(SN00304435 SN00315399);CHEBI:(27778 30943 78669 32478 23360);MeSH:(193410 3081368 5460035 6857442);PubMed;Biocyc:(CPD-16413 CPD-16414 CPD-16410 CPD-15614 CPD-16416);KEGG Mine	8593115238
156	1	N/A	-95.88693543220879	C6H12O4	[M + H3N + H]+	IWXFIKFCUPXJLW	InChI=1S/C6H12O4/c1-3(2)4(7)5(8)6(9)10/h3-5,7-8H,1-2H3,(H,9,10)	null	CC(C)C(C(C(=O)O)O)O	-0.100000001	11137318;55299507;55300328;55302139;101083969	PubChem:(11137318 55299507 55300328 55302139 101083969);YMDB Mine;KEGG Mine	42949672962
157	1	N/A	-95.97491611081585	C6H12O4	[M + H3N + H]+	HPGAHYWWLAZJHA	InChI=1S/C6H12O4/c1-2-5(7)3-10-4-6(8)9/h5,7H,2-4H2,1H3,(H,8,9)	null	CCC(COCC(=O)O)O	-0.100000001	57312087	PubChem:(57312087)	2
